userId,movieId,rating,timestamp,movieId_mapped
429,595,5.0,828124615,514
429,588,5.0,828124615,508
429,590,5.0,828124615,510
429,592,5.0,828124615,511
429,432,3.0,828124615,378
429,421,4.0,828124615,367
429,420,2.0,828124615,366
429,227,3.0,828124615,195
429,225,4.0,828124615,194
429,222,4.0,828124615,191
429,218,4.0,828124615,188
429,434,4.0,828124615,380
429,351,4.0,828124615,311
429,343,3.0,828124615,303
429,165,4.0,828124615,140
429,161,5.0,828124615,136
429,150,5.0,828124615,125
429,22,4.0,828124615,23
429,349,3.0,828124615,309
429,468,3.0,828124615,408
429,257,4.0,828124616,223
429,256,4.0,828124616,222
429,261,5.0,828124616,227
429,266,4.0,828124616,231
429,270,5.0,828124616,234
429,274,4.0,828124616,238
429,276,3.0,828124616,240
429,279,3.0,828124616,243
429,317,5.0,828124616,278
429,281,4.0,828124616,245
429,237,4.0,828124616,205
429,236,4.0,828124616,204
429,208,3.0,828124616,178
429,207,5.0,828124616,177
429,204,4.0,828124616,174
429,195,4.0,828124616,167
429,186,4.0,828124616,159
429,185,5.0,828124616,158
429,169,3.0,828124616,143
429,168,5.0,828124616,142
429,151,4.0,828124616,126
429,60,4.0,828124616,55
429,48,4.0,828124616,46
429,252,5.0,828124616,218
429,282,4.0,828124616,246
429,234,2.0,828124616,202
429,292,5.0,828124616,255
429,294,3.0,828124616,257
429,300,4.0,828124616,262
429,315,4.0,828124616,276
429,316,3.0,828124616,277
429,329,3.0,828124616,289
429,339,5.0,828124616,299
429,380,5.0,828124616,339
429,381,4.0,828124616,340
429,553,3.0,828124616,487
429,289,5.0,828124616,252
429,164,3.0,828124762,139
107,140,4.0,829322340,117
107,105,4.0,829322340,95
107,104,3.0,829322340,94
107,141,5.0,829322340,118
107,11,5.0,829322340,12
107,5,4.0,829322340,6
107,1,4.0,829322340,2
107,2,5.0,829322340,3
107,62,5.0,829322340,57
191,99,5.0,829759809,89
191,95,3.0,829759809,86
191,94,4.0,829759809,85
191,85,5.0,829759809,78
191,58,4.0,829759809,54
191,52,5.0,829759809,49
191,36,5.0,829759809,35
191,32,5.0,829759809,33
191,720,5.0,829759809,587
191,21,4.0,829759809,22
191,17,5.0,829759809,18
191,16,4.0,829759809,17
191,6,4.0,829759809,7
191,668,5.0,829759809,558
191,608,5.0,829759809,522
191,111,5.0,829759809,100
191,1,4.0,829759809,2
191,25,5.0,829759809,26
191,140,3.0,829759809,117
191,581,5.0,829759809,503
191,494,3.0,829759809,433
191,144,4.0,829760897,119
191,468,3.0,829760897,408
191,153,1.0,829760897,128
191,224,4.0,829760897,193
191,155,4.0,829760897,130
191,417,4.0,829760897,363
191,223,5.0,829760897,192
191,158,2.0,829760897,133
191,159,1.0,829760897,134
191,215,4.0,829760897,185
191,348,5.0,829760897,308
191,347,5.0,829760897,307
191,213,5.0,829760897,183
191,160,1.0,829760897,135
191,34,4.0,829760897,34
191,161,2.0,829760897,136
191,39,1.0,829760897,37
191,162,5.0,829760897,137
191,175,5.0,829760897,149
191,72,4.0,829760897,66
191,229,5.0,829760897,197
191,230,4.0,829760897,198
191,236,3.0,829760897,204
191,237,1.0,829760897,205
191,110,3.0,829760897,99
191,246,5.0,829760897,212
191,150,2.0,829760897,125
191,148,5.0,829760897,123
191,235,5.0,829760897,203
191,427,1.0,829760897,373
191,208,1.0,829760898,178
191,319,4.0,829760898,280
191,318,4.0,829760898,279
191,316,1.0,829760898,277
191,314,4.0,829760898,275
191,50,5.0,829760898,48
191,312,1.0,829760898,273
191,308,5.0,829760898,270
191,307,5.0,829760898,269
191,306,5.0,829760898,268
191,303,1.0,829760898,265
191,299,5.0,829760898,261
191,296,5.0,829760898,259
191,293,5.0,829760898,256
191,292,1.0,829760898,255
191,288,3.0,829760898,251
191,283,4.0,829760898,247
191,282,3.0,829760898,246
191,281,4.0,829760898,245
191,272,5.0,829760898,236
191,269,3.0,829760898,233
191,151,4.0,829760898,126
191,265,5.0,829760898,230
191,261,4.0,829760898,227
191,47,4.0,829760898,45
191,337,5.0,829760898,297
191,300,4.0,829760898,262
191,193,2.0,829760898,165
191,178,1.0,829760898,152
191,339,1.0,829760898,299
191,496,5.0,829760898,435
191,380,3.0,829760898,339
191,194,5.0,829760898,166
191,673,5.0,829760898,561
99,10,4.0,829827514,11
99,228,3.0,829828005,196
99,413,3.0,829828005,359
99,349,5.0,829828005,309
99,160,2.0,829828005,135
99,153,5.0,829828005,128
99,231,5.0,829828005,199
99,344,5.0,829828005,304
99,161,3.0,829828005,136
99,122,4.0,829828005,108
99,23,4.0,829828005,24
99,22,4.0,829828005,23
99,150,5.0,829828005,125
99,416,4.0,829828005,362
99,145,4.0,829828005,120
99,420,2.0,829828005,366
99,434,3.0,829828005,380
99,435,2.0,829828005,381
99,588,5.0,829828005,508
99,163,5.0,829828005,138
99,165,5.0,829828005,140
99,592,4.0,829828005,511
99,225,5.0,829828005,194
99,227,3.0,829828005,195
99,196,2.0,829828006,168
99,325,2.0,829828006,285
99,318,5.0,829828006,279
99,315,3.0,829828006,276
99,281,5.0,829828006,245
99,293,5.0,829828006,256
99,292,5.0,829828006,255
99,168,5.0,829828006,142
99,259,3.0,829828006,225
99,282,4.0,829828006,246
99,266,4.0,829828006,231
99,296,5.0,829828006,259
99,288,3.0,829828006,251
99,276,4.0,829828006,240
99,248,3.0,829828006,214
99,257,5.0,829828006,223
99,256,4.0,829828006,222
99,234,2.0,829828006,202
99,253,4.0,829828006,219
99,252,5.0,829828006,218
99,236,5.0,829828006,204
99,339,5.0,829828007,299
99,312,1.0,829828007,273
99,380,5.0,829828007,339
99,333,5.0,829828007,293
99,337,5.0,829828007,297
99,316,2.0,829828007,277
99,204,1.0,829828007,174
99,555,4.0,829828007,488
54,150,3.0,830247106,125
54,296,3.0,830247106,259
54,590,3.0,830247106,510
54,592,3.0,830247106,511
54,588,3.0,830247330,508
54,1,3.0,830247330,2
54,318,4.0,830247358,279
54,161,3.0,830247358,136
54,329,3.0,830247389,289
54,595,3.0,830247389,514
54,339,3.0,830247389,299
54,32,3.0,830247417,33
54,205,3.0,830247590,175
54,110,3.0,830247832,99
54,194,3.0,830247865,166
54,288,3.0,830247887,251
54,17,3.0,830248246,18
54,50,3.0,830248246,48
35,150,5.0,830939391,125
35,592,4.0,830939391,511
35,595,3.0,830939438,514
35,316,3.0,830939438,277
35,339,5.0,830939488,299
35,231,3.0,830939488,199
35,300,4.0,830939505,262
35,21,5.0,830939505,22
35,185,5.0,830939521,158
35,266,2.0,830939546,231
35,39,3.0,830939546,37
35,11,4.0,830939577,12
35,50,5.0,830939598,48
35,236,4.0,830939695,204
35,235,4.0,830939733,203
35,261,5.0,830939733,227
35,62,5.0,830939748,57
35,237,3.0,830939834,205
35,222,4.0,830939893,191
35,60,5.0,830939912,55
35,342,4.0,830939941,302
35,590,5.0,830940157,510
35,252,4.0,830940246,218
468,590,5.0,831400405,510
468,150,5.0,831400406,125
468,380,4.0,831400406,339
468,296,3.0,831400406,259
468,592,3.0,831400406,511
468,349,2.0,831400427,309
468,344,3.0,831400427,304
468,153,3.0,831400427,128
468,588,3.0,831400427,508
468,165,3.0,831400444,140
468,318,3.0,831400444,279
468,595,5.0,831400444,514
468,1,4.0,831400444,2
468,434,3.0,831400464,380
468,231,2.0,831400464,199
468,161,2.0,831400464,136
468,300,4.0,831400480,262
468,292,4.0,831400480,255
468,253,4.0,831400480,219
468,208,3.0,831400480,178
468,225,4.0,831400499,194
468,32,4.0,831400500,33
468,185,3.0,831400500,158
468,288,2.0,831400500,251
468,110,4.0,831400500,99
468,39,5.0,831400519,37
468,410,3.0,831400519,357
468,266,4.0,831400519,231
468,317,3.0,831400519,278
468,111,3.0,831400545,100
468,47,5.0,831400545,45
468,432,2.0,831400545,378
468,160,2.0,831400545,135
353,296,5.0,831939568,259
353,380,3.0,831939568,339
353,590,4.0,831939568,510
353,592,4.0,831939568,511
353,344,5.0,831939590,304
353,318,5.0,831939590,279
353,588,3.0,831939590,508
353,349,4.0,831939590,309
353,153,3.0,831939590,128
353,316,3.0,831939669,277
353,10,3.0,831939669,11
353,165,5.0,831939669,140
353,595,4.0,831939669,514
353,231,4.0,831939685,199
353,434,3.0,831939685,380
353,161,5.0,831939685,136
353,1,5.0,831939685,2
353,253,3.0,831939699,219
353,292,4.0,831939699,255
353,185,4.0,831939699,158
353,225,3.0,831939713,194
353,110,3.0,831939713,99
353,288,3.0,831939713,251
